ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1901987,regulation of cell cycle phase transition,106/2408,455/18888,2.8382917705397594e-10,4.628716903631597e-8,3.8670211348833307e-8,ID2/RRM2/CCL2/DTL/AURKA/FAM83D/ORC1/TRIP13/CDK1/MAD2L1/HASPIN/CDK2/CDC45/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/FANCD2/CCNE2/CDC25A/EME1/RAD51/E2F7/CDCA5/CENPE/GTSE1/CDT1/CACNB4/NDC80/CLSPN/E2F1/TTK/ESPL1/WDR76/FBXO5/BRCA2/CDC6/AURKB/ING4/ANLN/RRM1/DLGAP5/TICRR/UBE2C/STK33/XRCC3/RFWD3/BIRC5/CCND1/WEE1/BLM/KIF14/CDKN1A/TIMELESS/KNL1/HSPA2/ATAD5/CHEK1/PKMYT1/SMARCE1/DBF4/RPS27L/RBBP8/TAOK3/BUB1B/BRCA1/CDC25C/GFI1B/PLK5/CENPF/BARD1/ACTL6A/INCENP/MAP3K20/ZFP36L2/CDC7/FBXO6/ZWILCH/CDC20/NABP1/DNA2/SPDL1/PAXIP1/DYRK3/CENPJ/SPC24/FAM107A/MUC1/RBL1/STIL/SPC25/BRIP1/CRLF3/KNTC1/MN1/MBLAC1/MDC1/GEN1/PRKDC/APPL1/LSM11/GJC2/UBE2E2/MAPK15,106
BP,GO:1901988,negative regulation of cell cycle phase transition,73/2408,273/18888,3.133730245707777e-10,4.976033763842296e-8,4.1571839741536133e-8,CCL2/DTL/ORC1/TRIP13/CDK1/MAD2L1/HASPIN/CDK2/CDC45/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/FANCD2/EME1/RAD51/E2F7/GTSE1/CDT1/CACNB4/NDC80/CLSPN/E2F1/TTK/WDR76/FBXO5/BRCA2/CDC6/AURKB/TICRR/STK33/XRCC3/RFWD3/BIRC5/CCND1/WEE1/BLM/CDKN1A/TIMELESS/KNL1/CHEK1/PKMYT1/RPS27L/RBBP8/TAOK3/BUB1B/BRCA1/GFI1B/CENPF/BARD1/INCENP/MAP3K20/ZFP36L2/FBXO6/ZWILCH/CDC20/NABP1/DNA2/SPDL1/SPC24/FAM107A/MUC1/RBL1/SPC25/BRIP1/CRLF3/KNTC1/MDC1/GEN1/PRKDC/GJC2,73
BP,GO:0045786,negative regulation of cell cycle,97/2408,405/18888,3.3763687225949776e-10,5.223848428753358e-8,4.364218572876478e-8,CCL2/BTG2/DTL/ORC1/TRIP13/CDK1/MAD2L1/TSPYL2/HASPIN/CDK2/CDC45/CDCA8/CCNB1/PLK1/ZWINT/BUB1/BMP2/NUF2/TENT5B/FANCD2/CCNF/NPPC/EME1/LIF/RAD51/E2F7/GTSE1/CDT1/CACNB4/NDC80/CLSPN/E2F1/TTK/ESPL1/WDR76/FBXO5/BTG3/NEK2/BRCA2/CDC6/AURKB/GATA3/TICRR/STK33/XRCC3/RFWD3/BIRC5/CCND1/WEE1/BLM/CDKN1A/TIMELESS/KNL1/CHEK1/PKMYT1/NR2F2/RPS27L/RBBP8/E2F8/TAOK3/BUB1B/BRCA1/GFI1B/GMNN/CENPF/SUV39H1/BARD1/INCENP/MAP3K20/GPER1/ZFP36L2/FBXO6/GAS1/ZWILCH/CDC20/IPO7/NABP1/DNA2/SPDL1/CCP110/SPC24/IPO5/FAM107A/MUC1/RBL1/SPC25/BRIP1/CRLF3/KNTC1/MDC1/NUPR1/GEN1/FBXO43/PRKDC/BCL6/GJC2/INCA1,97
BP,GO:0007051,spindle organization,58/2408,197/18888,3.9735821690061674e-10,5.994148701945803e-8,5.007759212465931e-8,AURKA/TPX2/UHRF1/KIFC1/CDCA8/CCNB1/PLK1/CCNB2/WDR62/NUF2/MZT1/CENPE/CENPH/NDC80/MYH9/TTK/RACGAP1/ESPL1/MYBL2/MAP9/RCC1/FBXO5/NEK2/AURKB/TUBB/HAUS6/SPAG5/DLGAP5/KIF23/PRC1/KIF4A/AUNIP/BIRC5/GPSM2/KIF11/KIF4B/TACC3/KNSTRN/BORA/KIZ/INCENP/HAUS8/CDC20/TUBG1/MAPRE3/CEP72/CENPJ/TACC1/TPPP/STIL/SPC25/ASPM/CKAP5/CEP97/FAM110A/TUBGCP3/CHMP4A/MAPK15,58
BP,GO:0033045,regulation of sister chromatid segregation,38/2408,104/18888,5.205169603224308e-10,7.660486191672067e-8,6.399886323450889e-8,RMI2/TRIP13/CDK1/MAD2L1/HASPIN/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CENPE/NDC80/TTK/ESPL1/FBXO5/CDC6/AURKB/DLGAP5/UBE2C/XRCC3/BIRC5/KNL1/SMARCE1/TACC3/BUB1B/CENPF/ACTL6A/INCENP/MAP3K20/ZWILCH/CDC20/SPDL1/SPC24/SPC25/KNTC1/GEN1/MAPK15,38
BP,GO:0044786,cell cycle DNA replication,23/2408,45/18888,5.879363782799314e-10,8.446685967955014e-8,7.056710064116772e-8,MCM4/CDC45/MCM3/GINS1/RAD51/E2F7/CDT1/MCM6/FEN1/MCM2/FBXO5/BRCA2/PCNA/BLM/ATAD5/DBF4/E2F8/GMNN/TK1/CDC7/DNA2/RECQL5/BCL6,23
BP,GO:0044784,metaphase/anaphase transition of cell cycle,36/2408,97/18888,8.9590920804516e-10,1.2571898049638362e-7,1.0503082490399685e-7,TRIP13/MAD2L1/HASPIN/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CENPE/NDC80/TTK/ESPL1/FBXO5/CDC6/AURKB/DLGAP5/UBE2C/XRCC3/BIRC5/KNL1/SMARCE1/TACC3/BUB1B/CENPF/ACTL6A/INCENP/MAP3K20/ZWILCH/CDC20/SPDL1/SPC24/SPC25/KNTC1/GEN1/MAPK15,36
BP,GO:0072073,kidney epithelium development,48/2408,152/18888,9.734360392757896e-10,1.3241127273728163e-7,1.1062184204225907e-7,AGT/NOG/SOX8/SDC1/DLL1/PECAM1/KIF26B/NPNT/BMP2/CD34/LIF/MYC/EPHA4/WNT11/HS3ST3A1/FGFR2/SMAD6/EDNRB/GATA3/SPRY1/POU3F3/SMAD1/FGF1/CALB1/LAMA5/SHH/SMO/TFAP2B/HES5/FOXJ1/TMEM59L/CITED1/PAX8/AQP1/BMPER/EPHA7/MTSS1/PODXL/PTCH1/HOXB7/SLIT2/ROBO2/RET/IQGAP1/FMN1/TACSTD2/GDNF/WT1,48
BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,35/2408,93/18888,9.874887758000783e-10,1.3241127273728163e-7,1.1062184204225907e-7,TRIP13/MAD2L1/HASPIN/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CENPE/NDC80/TTK/ESPL1/FBXO5/CDC6/AURKB/DLGAP5/UBE2C/XRCC3/BIRC5/KNL1/SMARCE1/BUB1B/CENPF/ACTL6A/INCENP/MAP3K20/ZWILCH/CDC20/SPDL1/SPC24/SPC25/KNTC1/GEN1/MAPK15,35
BP,GO:0045930,negative regulation of mitotic cell cycle,67/2408,248/18888,1.044599176409403e-9,1.3702416153161603e-7,1.1447563972138745e-7,CCL2/BTG2/DTL/ORC1/TRIP13/CDK1/MAD2L1/HASPIN/CDK2/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/FANCD2/EME1/E2F7/GTSE1/CACNB4/NDC80/CLSPN/TTK/FBXO5/BTG3/CDC6/AURKB/TICRR/STK33/XRCC3/RFWD3/BIRC5/CCND1/WEE1/BLM/CDKN1A/KNL1/CHEK1/PKMYT1/RPS27L/RBBP8/TAOK3/BUB1B/BRCA1/GFI1B/CENPF/BARD1/INCENP/MAP3K20/ZFP36L2/GAS1/ZWILCH/CDC20/NABP1/SPDL1/SPC24/FAM107A/MUC1/RBL1/SPC25/CRLF3/KNTC1/MDC1/GEN1/PRKDC/BCL6/GJC2,67
BP,GO:0030900,forebrain development,96/2408,408/18888,1.13424188175091e-9,1.4561735137202108e-7,1.216547451669677e-7,ASCL1/ATP1B2/NOG/CXCR4/ID2/BCAN/ATP1A2/AKNA/BTG2/PRDM8/ZIC1/KCNC1/DCLK2/DRAXIN/AXL/ADGRG1/DCLK1/WDR62/SLC2A1/BMP2/ARX/COL3A1/GRIA1/NUMBL/HPRT1/E2F1/LRP8/LHX6/RFX4/OTX1/SEMA6B/NRP1/FGF13/FGFR2/EPHB3/RRM1/OLIG2/HAP1/SEMA3A/FOXG1/TCTN1/DRD2/KIF14/DCT/POU3F3/POU3F1/NR2F2/GSC/RTN4RL1/CSF1R/TACC3/ELAVL4/SHH/SMO/TMEM108/HES5/CORO1C/FBXO45/SHANK3/NOTCH2NLA/NTRK2/APLP1/PCDH9/TACC1/AQP1/SCN5A/SEMA7A/NDE1/STIL/NOTCH2NLC/SSTR2/SLC7A11/NRP2/OPHN1/ASPM/UCHL5/CHRNB2/PTCHD1/SLIT2/INHBB/OTP/ROBO2/GBX2/VAX2/CDH1/MFSD2A/ARHGAP11B/HIF1A/PHLPP2/FUT1/KCNA1/TNR/CDK5R2/NOTCH2NLB/DYNC2H1/CCDC141,96
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,35/2408,94/18888,1.3817001412370626e-9,1.736912219213424e-7,1.451088152715854e-7,TRIP13/MAD2L1/HASPIN/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CENPE/NDC80/TTK/ESPL1/FBXO5/CDC6/AURKB/DLGAP5/UBE2C/XRCC3/BIRC5/KNL1/SMARCE1/TACC3/BUB1B/CENPF/ACTL6A/INCENP/MAP3K20/ZWILCH/CDC20/SPDL1/SPC24/SPC25/KNTC1/GEN1,35
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,34/2408,90/18888,1.5189934794748e-9,1.870531970438968e-7,1.5627196075627967e-7,TRIP13/MAD2L1/HASPIN/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CENPE/NDC80/TTK/ESPL1/FBXO5/CDC6/AURKB/DLGAP5/UBE2C/XRCC3/BIRC5/KNL1/SMARCE1/BUB1B/CENPF/ACTL6A/INCENP/MAP3K20/ZWILCH/CDC20/SPDL1/SPC24/SPC25/KNTC1/GEN1,34
BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,50/2408,164/18888,1.7043327529957248e-9,2.0567887663152407e-7,1.7183262219150584e-7,AURKA/TPX2/UHRF1/CDK1/MAD2L1/KIFC1/CDCA8/CENPA/CCNB1/PLK1/WDR62/NUF2/MZT1/CENPE/CENPH/NDC80/TTK/RACGAP1/ESPL1/MYBL2/MAP9/RCC1/NEK2/AURKB/DLGAP5/KIF23/PRC1/KIF4A/SPRY1/BIRC5/GPSM2/KIF11/KIF4B/TACC3/BORA/INCENP/SPRY2/CDC20/TUBG1/SPDL1/CENPJ/TACC1/NDE1/STIL/SPC25/CKAP5/CEP97/PKHD1/FAM110A/CHMP4A,50
BP,GO:0051962,positive regulation of nervous system development,75/2408,294/18888,1.81625211093847e-9,2.1488755367456328e-7,1.7952593104818024e-7,GFAP/ASCL1/CXCR4/NCAN/ID2/SOX8/BCAN/SLC7A5/LRRN3/ETV5/L1CAM/LRRC4B/NLGN3/PTN/TTBK1/EPHB1/MAP6/WDR62/BMP2/LIF/RND2/EPHA4/NUMBL/PLXNB1/LRP8/PLXNA2/XRCC2/NTN1/NRP1/EPHB3/AGRN/PLXNB3/OLIG2/HAP1/MYB/FOXG1/CLSTN3/SERPINF1/DRD2/SLITRK3/TNFRSF1B/DCT/CDH4/THBS2/ITPKA/SHH/SMO/RASSF10/ADGRB1/SLITRK1/GPER1/CRABP2/SHANK3/EFNA5/LRRTM2/NTRK2/LRRN1/SEMA7A/LRRC24/ASPM/ANKRD27/SLIT2/IL1RAP/OTP/ROBO2/PLXNC1/HIF1A/SLITRK4/LYN/MACF1/ACAN/GJC2/PLAG1/PRKCH/IL1B,75
BP,GO:0050808,synapse organization,110/2408,493/18888,1.8589710041892448e-9,2.1571213537072888e-7,1.8021482062879137e-7,ITGA3/BCAN/SLC1A1/C1QL1/LRRN3/L1CAM/EFNA1/LRRC4B/GPM6A/NLGN3/LRRC4/EPHB1/GRIA1/ARF6/EPHA4/PLXNB1/CACNB4/CTNND2/LRP8/NRXN2/ARHGAP22/NTN1/NRP1/FGF13/TUBB/EPHB3/NPTX1/AGRN/SPTB/PCDH17/SYBU/KY/ACTN1/CLSTN3/EFNB3/APOE/DRD2/DBNL/SLITRK3/ANK3/NTNG2/NGEF/THBS2/LAMA5/ITPKA/SRCIN1/SEPTIN11/ADGRB1/SEZ6L/TMEM108/PCDHB14/SLITRK1/HIP1R/UBE3A/PAK3/DRP2/FBXO45/SHANK3/CDC20/TNC/EFNA5/FILIP1/LRRTM2/GABRA3/NTRK2/PCDHB10/LGI2/PTK2B/GABRE/LRRN1/ELFN1/LRRC24/FZD9/SLC7A11/NRP2/CHRDL1/ADD2/LHFPL4/OPHN1/NRCAM/EPHA7/DNER/CLN3/CHRNB2/NOS1AP/CBLN4/IL1RAP/ROBO2/APPL1/CDH1/PLXNC1/PICK1/NTNG1/RAB17/COLQ/PCDHB16/SLITRK4/CAMKV/PCDHB13/FCGR2B/TANC1/C5AR1/TNR/GRIN2B/CBLN3/GDNF/FRMPD4/GPR158/C1QL2/ADGRF1,110
BP,GO:1901990,regulation of mitotic cell cycle phase transition,86/2408,356/18888,2.173112986970939e-9,2.474068634600499e-7,2.0669390456015544e-7,ID2/RRM2/CCL2/DTL/AURKA/ORC1/TRIP13/CDK1/MAD2L1/HASPIN/CDK2/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CCNE2/CDC25A/E2F7/CDCA5/CENPE/GTSE1/CACNB4/NDC80/CLSPN/E2F1/TTK/ESPL1/FBXO5/CDC6/AURKB/ANLN/RRM1/DLGAP5/TICRR/UBE2C/XRCC3/RFWD3/BIRC5/CCND1/WEE1/BLM/KIF14/CDKN1A/KNL1/HSPA2/ATAD5/CHEK1/PKMYT1/SMARCE1/RPS27L/RBBP8/TAOK3/BUB1B/BRCA1/CDC25C/GFI1B/PLK5/CENPF/BARD1/ACTL6A/INCENP/MAP3K20/ZFP36L2/CDC7/ZWILCH/CDC20/NABP1/SPDL1/CENPJ/SPC24/FAM107A/MUC1/RBL1/STIL/SPC25/CRLF3/KNTC1/MBLAC1/GEN1/PRKDC/APPL1/LSM11/GJC2/UBE2E2,86
BP,GO:0090068,positive regulation of cell cycle process,69/2408,263/18888,2.28357042237456e-9,2.5516785052977957e-7,2.1317775346494672e-7,RRM2/DTL/AURKA/FAM83D/CDK1/KIF20B/MAD2L1/CDCA8/CCNB1/BUB1/CCNE2/CIT/CDC25A/E2F7/CDCA5/PLK4/NCAPH/NCAPG/NDC80/RACGAP1/FEN1/ESPL1/FBXO5/CDC6/PDGFRB/AURKB/SMC4/RRM1/SPAG5/DLGAP5/NCAPG2/KIF23/UBE2C/XRCC3/BIRC5/CCND1/RAD51AP1/DRD2/KIF14/KNL1/HSPA2/ATAD5/NCAPD2/GPSM2/TGFA/DBF4/RAD18/E2F8/SOX15/CDC25C/PDGFB/ECT2/INCENP/MAP3K20/CDC7/CDC20/NCAPD3/DYRK3/CENPJ/SVIL/STIL/PKP4/SPHK1/MBLAC1/GEN1/LSM11/UBE2E2/IL1B/MAPK15,69
BP,GO:0001822,kidney development,79/2408,319/18888,2.941285779562227e-9,3.226857889796087e-7,2.6958502580523454e-7,AGT/ID3/NOG/ITGA3/SOX8/SULF2/SDC1/DLL1/PECAM1/KIF26B/HAS2/SOX4/NPNT/BMP2/CD34/LIF/PDGFA/MYC/EPHA4/VANGL2/NRP1/WNT11/PDGFRB/HS3ST3A1/FGFR2/SMAD6/EDNRB/GATA3/SPRY1/SERPINF1/IL6R/ADAMTS6/MMP17/HELLS/TNS2/POU3F3/SMAD1/FGF1/NID1/MMP9/CALB1/LAMA5/SHH/SMO/PDGFB/CENPF/TFAP2B/HES5/FOXJ1/NUP160/ARID5B/TMEM59L/CITED1/PAX8/TFAP2A/IFT25/AQP1/BMPER/EPHA7/MTSS1/PODXL/PTCH1/HOXB7/SLIT2/PKHD1/ROBO2/ACTA2/RET/IQGAP1/BMP6/FMN1/TACSTD2/PCSK9/CYP26B1/GCNT4/GCNT3/GDNF/DYNC2H1/WT1,79
BP,GO:0031589,cell-substrate adhesion,86/2408,359/18888,3.3449761078612013e-9,3.6042117562204445e-7,3.0111072519825734e-7,ATP1B2/ITGA3/SERPINE1/ITGB4/L1CAM/EFNA1/FBLN5/ITGA5/HAS2/EMILIN1/SPRY4/AXL/COL8A1/EPHB1/NPNT/TTYH1/SNED1/COL3A1/CD34/ACTN2/MYADM/TNN/NRP1/COL1A1/ADAMTS9/EPHB3/COL16A1/SMAD6/PLAU/GPM6B/LIMCH1/ACTN1/ITGA1/KIF14/FBLN2/MADCAM1/ADAMTS13/SORBS1/POSTN/NID1/LAMA5/CDH13/SRCIN1/GCNT2/PDGFB/CSPG5/ITGA9/CORO1C/S100A10/ITGA6/BCAM/PTPRJ/EFNA5/PHLDB2/CCL25/PTK2B/FBLN1/FAM107A/EFEMP2/RIN2/COL26A1/CARMIL1/SIGLEC1/SPOCK1/PKHD1/BCL6/LAMC1/SVEP1/HOXD3/ADAMTS12/TECTA/RADIL/MSLN/FUT1/RREB1/MACF1/NTN4/APOD/MYOC/FMN1/RAC2/TACSTD2/VCAM1/HPSE/ONECUT1/STRC,86
BP,GO:0008608,attachment of spindle microtubules to kinetochore,24/2408,52/18888,3.5404730408757714e-9,3.7479323383586673e-7,3.13117735784932e-7,SKA1/KIF2C/CDCA8/CCNB1/DSN1/NUF2/SKA3/CENPE/CDT1/NDC80/SGO1/RACGAP1/NEK2/AURKB/SPAG5/BIRC5/KNL1/KNSTRN/ECT2/INCENP/ZWILCH/SPC24/SPC25/KNTC1,24
BP,GO:0045787,positive regulation of cell cycle,81/2408,332/18888,3.905888100121439e-9,4.063470482091855e-7,3.394790945822427e-7,ASCL1/FOSL1/RRM2/DTL/AURKA/FAM83D/CDK1/KIF20B/MAD2L1/CDCA8/CCNB1/BUB1/CCNE2/CIT/CDC25A/E2F7/CDCA5/PLK4/NCAPH/NCAPG/NDC80/RACGAP1/FEN1/ESPL1/FBXO5/BRCA2/CDC6/PDGFRB/AURKB/FGFR2/SMC4/RRM1/SPAG5/DLGAP5/NCAPG2/KIF23/UBE2C/XRCC3/FOXG1/BIRC5/CCND1/RAD51AP1/DRD2/KIF14/KNL1/HSPA2/ATAD5/NCAPD2/GPSM2/CHEK1/TGFA/DBF4/RAD18/DYNLT3/E2F8/SOX15/CDC25C/PDGFB/ECT2/INCENP/MAP3K20/CCDC57/CDC7/CDC20/MAPRE3/NCAPD3/DYRK3/CENPJ/SVIL/STIL/PKP4/SPHK1/MBLAC1/NUPR1/ASNS/GEN1/EIF4EBP1/LSM11/UBE2E2/IL1B/MAPK15,81
BP,GO:0007409,axonogenesis,102/2408,455/18888,5.564532231397871e-9,5.690913132924535e-7,4.7544237031515443e-7,NOG/PRDM8/L1CAM/EFNA1/RGMA/SEMA5B/NLGN3/MAP1A/DRAXIN/ADCY1/EPHB1/DCLK1/MAP6/ANOS1/S100B/NDP/ARX/RND2/EPHA4/NUMBL/PLXNB1/VANGL2/NOVA2/PLXNA2/TNN/NTN1/SEMA6B/SPP1/NRP1/FGF13/FGFR2/EPHB3/MATN2/NPTX1/PLXNB3/GATA3/SEMA3A/ARHGAP4/FOXG1/SLIT3/EFNB3/TCTN1/APOE/DRD2/EFNB1/SLITRK3/ANK3/NTNG2/ARHGEF28/CDH4/SEMA6C/B4GALT6/BOC/LGR6/CSF1R/SHH/SMO/ADGRB1/SLITRK1/MT3/PAK3/CYFIP2/FBXO45/CRABP2/EFNA5/SEMA6D/SCN1B/NTRK2/APLP1/NEXN/NCAM1/SEMA6A/FSTL4/SEMA7A/B3GNT2/NRP2/OPHN1/NRCAM/EPHA7/PTCH1/CHRNB2/SLIT2/CCK/ROBO2/GBX2/VAX2/CDH1/PLXNC1/NTNG1/RET/PLEKHG4B/NTN3/SLITRK4/MACF1/NTN4/CHL1/TNR/EPHA10/CDK5R2/MYPN/GDNF/EVX1,102
BP,GO:0072001,renal system development,80/2408,329/18888,5.724519798167099e-9,5.756958743690046e-7,4.80960093217934e-7,AGT/ID3/NOG/ITGA3/SOX8/SULF2/SDC1/DLL1/PECAM1/KIF26B/HAS2/SOX4/NPNT/BMP2/CD34/LIF/PDGFA/MYC/EPHA4/VANGL2/NRP1/WNT11/PDGFRB/HS3ST3A1/FGFR2/SMAD6/EDNRB/GATA3/SPRY1/SERPINF1/IL6R/ADAMTS6/MMP17/HELLS/TNS2/POU3F3/SMAD1/FGF1/NID1/MMP9/CALB1/LAMA5/SHH/SMO/PDGFB/CENPF/TFAP2B/HES5/FOXJ1/NUP160/ARID5B/TMEM59L/CITED1/PAX8/TFAP2A/IFT25/AQP1/BMPER/EPHA7/MTSS1/PODXL/PTCH1/HOXB7/SLIT2/PKHD1/ROBO2/LGR5/ACTA2/RET/IQGAP1/BMP6/FMN1/TACSTD2/PCSK9/CYP26B1/GCNT4/GCNT3/GDNF/DYNC2H1/WT1,80
BP,GO:0050767,regulation of neurogenesis,91/2408,393/18888,7.109828464371098e-9,7.032902451477903e-7,5.87557696563817e-7,GFAP/ASCL1/NOG/CXCR4/NCAN/ID2/SOX8/BCAN/DLL1/SLC7A5/BTG2/ETV5/L1CAM/RGMA/SEMA5B/PTN/DRAXIN/TTBK1/MAP6/WDR62/BMP2/LIF/DLL3/RND2/EPHA4/NUMBL/PLXNB1/LRP8/LDLR/PLXNA2/XRCC2/NTN1/SEMA6B/HEY2/SPP1/NRP1/FGF13/HMGB2/PLXNB3/OLIG2/HAP1/SEMA3A/GPR37L1/MYB/ARHGAP4/FOXG1/EFNB3/BHLHE41/SERPINF1/DRD2/TNFRSF1B/DCT/CDH4/SEMA6C/ITPKA/SHH/SMO/RASSF10/SLITRK1/HES5/ABCC8/MT3/GPER1/S100A10/CRABP2/SHANK3/EFNA5/SEMA6D/NTRK2/HES6/SEMA6A/FSTL4/SEMA7A/ASPM/ANKRD27/EPHA7/SLIT2/OTP/ROBO2/CDH1/PLXNC1/HIF1A/LYN/MACF1/ACAN/GJC2/TNR/HES7/PLAG1/PRKCH/IL1B,91
BP,GO:1903046,meiotic cell cycle process,59/2408,218/18888,9.497088750292694e-9,9.242811857946149e-7,7.721826489839001e-7,AURKA/TRIP13/TOP2A/PLK1/CCNB2/ZWINT/NUF2/RAD54L/FANCD2/CCNE2/NPPC/CDC25A/EME1/LIF/RAD51/NCAPH/GPR3/NDC80/MYH9/TTK/SGO1/ESPL1/MYBL1/FBXO5/BRCA2/SMC4/MASTL/PSMC3IP/RAD51AP1/FANCA/KNL1/HSPA2/NCAPD2/PKMYT1/KIF18A/CDC25C/INCENP/CDC20/TUBG1/NCAPD3/PTTG2/FANCM/PTTG1/PTTG3P/RMI1/BRIP1/NDC1/ASPM/ZCWPW1/FIGNL1/MSH6/MAEL/FBXO43/C14orf39/CYP26B1/FMN2/REC8/MAPK15/SYCP2,59
BP,GO:0006270,DNA replication initiation,19/2408,37/18888,1.6800766879736275e-8,1.6091401167036299e-6,1.3443420649466503e-6,ORC1/MCM4/ORC6/CDK2/CDC45/MCM3/CCNE2/CDT1/MCM6/MCM2/CDC6/MCM10/MCM5/TICRR/PRIM2/GMNN/NOC3L/PRIM1/POLA2,19
BP,GO:0090329,regulation of DNA-templated DNA replication,22/2408,48/18888,1.862190980227473e-8,1.7556969335457145e-6,1.4667816783403568e-6,MCM4/CDK2/MCM3/DSCC1/E2F7/CDT1/MCM6/RFC3/MCM2/FBXO5/MCM5/TICRR/PCNA/RFC5/BLM/TIMELESS/DBF4/RFC4/E2F8/GMNN/CDC7/BCL6,22
BP,GO:0007052,mitotic spindle organization,41/2408,131/18888,2.113732951639191e-8,1.9621945584909047e-6,1.6392983166639817e-6,AURKA/TPX2/UHRF1/KIFC1/CDCA8/CCNB1/PLK1/WDR62/NUF2/MZT1/CENPE/CENPH/NDC80/TTK/RACGAP1/MYBL2/MAP9/RCC1/NEK2/AURKB/DLGAP5/KIF23/PRC1/KIF4A/BIRC5/GPSM2/KIF11/KIF4B/TACC3/BORA/INCENP/CDC20/TUBG1/CENPJ/TACC1/STIL/SPC25/CKAP5/CEP97/FAM110A/CHMP4A,41
BP,GO:0033260,nuclear DNA replication,20/2408,41/18888,2.195446478161702e-8,2.007170310489047e-6,1.6768729160951184e-6,MCM4/CDC45/MCM3/GINS1/RAD51/CDT1/MCM6/FEN1/MCM2/BRCA2/PCNA/BLM/ATAD5/DBF4/GMNN/TK1/CDC7/DNA2/RECQL5/BCL6,20
BP,GO:0001657,ureteric bud development,34/2408,99/18888,2.560236816651451e-8,2.3057416345783366e-6,1.926311722693448e-6,AGT/NOG/SOX8/SDC1/KIF26B/NPNT/BMP2/MYC/WNT11/HS3ST3A1/FGFR2/SMAD6/GATA3/SPRY1/SMAD1/FGF1/CALB1/LAMA5/SHH/SMO/FOXJ1/TMEM59L/CITED1/PAX8/BMPER/PTCH1/HOXB7/SLIT2/ROBO2/RET/FMN1/TACSTD2/GDNF/WT1,34
BP,GO:0044839,cell cycle G2/M phase transition,45/2408,152/18888,2.947731631427056e-8,2.615678332945714e-6,2.1852456320285092e-6,MELK/DTL/AURKA/ORC1/CDK1/FOXM1/CDK2/CCNB1/PLK1/CCNB2/CDC25A/CCNA2/NDC80/CLSPN/CALM1/FBXO5/CDC6/AURKB/ING4/RRM1/MASTL/TICRR/KDM8/CCND1/WEE1/BLM/KIF14/CDKN1A/HSPA2/ATAD5/CHEK1/PKMYT1/RBBP8/TAOK3/BRCA1/CDC25C/CENPF/BARD1/CCDC57/TPD52L1/CDC7/NABP1/PAXIP1/DYRK3/CDK14,45
BP,GO:0001755,neural crest cell migration,24/2408,57/18888,3.2856617578462584e-8,2.8558168426041494e-6,2.3858672538477178e-6,SOX8/SEMA5B/KITLG/SEMA6B/NRP1/EDNRB/SEMA3A/EFNB1/SEMA6C/LAMA5/SHH/SMO/CORO1C/SEMA6D/SEMA6A/SEMA7A/NRP2/NRTN/GBX2/RET/HIF1A/RADIL/GDNF/FOLR1,24
BP,GO:0051310,metaphase chromosome alignment,34/2408,100/18888,3.4076700806678615e-8,2.8558168426041494e-6,2.3858672538477178e-6,FAM83D/SKA1/KIF2C/KIFC1/CDCA8/CCNB1/DSN1/ZWINT/NUF2/SKA3/CDCA5/CENPE/CDT1/NDC80/SGO1/RACGAP1/NEK2/AURKB/SPAG5/BIRC5/KIF14/KNL1/KNSTRN/KIF18A/CENPF/ECT2/INCENP/ZWILCH/SPDL1/SPC24/SPC25/GEM/KNTC1/CHMP4A,34
BP,GO:0072163,mesonephric epithelium development,34/2408,100/18888,3.4076700806678615e-8,2.8558168426041494e-6,2.3858672538477178e-6,AGT/NOG/SOX8/SDC1/KIF26B/NPNT/BMP2/MYC/WNT11/HS3ST3A1/FGFR2/SMAD6/GATA3/SPRY1/SMAD1/FGF1/CALB1/LAMA5/SHH/SMO/FOXJ1/TMEM59L/CITED1/PAX8/BMPER/PTCH1/HOXB7/SLIT2/ROBO2/RET/FMN1/TACSTD2/GDNF/WT1,34
BP,GO:0072164,mesonephric tubule development,34/2408,100/18888,3.4076700806678615e-8,2.8558168426041494e-6,2.3858672538477178e-6,AGT/NOG/SOX8/SDC1/KIF26B/NPNT/BMP2/MYC/WNT11/HS3ST3A1/FGFR2/SMAD6/GATA3/SPRY1/SMAD1/FGF1/CALB1/LAMA5/SHH/SMO/FOXJ1/TMEM59L/CITED1/PAX8/BMPER/PTCH1/HOXB7/SLIT2/ROBO2/RET/FMN1/TACSTD2/GDNF/WT1,34
